valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
min_value_10y,2023-M01,month,CHFL,CHFL,all,agegroup_tick,all,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M02,month,CHFL,CHFL,all,agegroup_tick,all,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M03,month,CHFL,CHFL,all,agegroup_tick,all,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M04,month,CHFL,CHFL,all,agegroup_tick,all,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M05,month,CHFL,CHFL,all,agegroup_tick,all,3,NA,0.04,3,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M06,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,8,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M07,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,13,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M08,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,22,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M09,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.05,27,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M10,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.05,31,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M11,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.05,35,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2023-M12,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,39,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_tick,all,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,2,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,4,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_tick,all,1,NA,0.01,5,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.05,9,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_tick,all,6,NA,0.07,15,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,20,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,28,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.05,32,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_tick,all,7,NA,0.08,39,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,47,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,51,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_tick,all,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,2,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,4,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_tick,all,3,NA,0.03,7,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_tick,all,9,NA,0.11,16,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_tick,all,6,NA,0.07,22,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_tick,all,9,NA,0.1,33,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,38,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,43,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_tick,all,8,NA,0.09,51,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_tick,all,5,NA,0.06,56,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,59,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_tick,all,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,2,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,4,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_tick,all,3,NA,0.03,11,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_tick,all,12,NA,0.13,29,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_tick,all,9,NA,0.1,38,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_tick,all,9,NA,0.1,55,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_tick,all,8,NA,0.09,67,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M01,month,CHFL,CHFL,all,agegroup_tick,all,1,NA,0.01,1,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M02,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,3,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M03,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,7,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M04,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.06,13,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M05,month,CHFL,CHFL,all,agegroup_tick,all,12,NA,0.14,32,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M06,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,48,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M07,month,CHFL,CHFL,all,agegroup_tick,all,12,NA,0.15,64,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M08,month,CHFL,CHFL,all,agegroup_tick,all,10,NA,0.12,80,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M09,month,CHFL,CHFL,all,agegroup_tick,all,6,NA,0.07,88,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M10,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,102,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M11,month,CHFL,CHFL,all,agegroup_tick,all,8,NA,0.1,112,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M12,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.05,117,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M01,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,2,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M02,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,4,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M03,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.03,10,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M04,month,CHFL,CHFL,all,agegroup_tick,all,6,NA,0.08,16,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M05,month,CHFL,CHFL,all,agegroup_tick,all,12,NA,0.14,32,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M06,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,48,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M07,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,64,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M08,month,CHFL,CHFL,all,agegroup_tick,all,12,NA,0.13,80,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M09,month,CHFL,CHFL,all,agegroup_tick,all,7,NA,0.08,88,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M10,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,102,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M11,month,CHFL,CHFL,all,agegroup_tick,all,10,NA,0.11,112,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M12,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.06,119,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.04,4,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.02,6,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_tick,all,3,NA,0.03,10,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_tick,all,7,NA,0.08,16,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,34,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_tick,all,18,NA,0.2,54,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.17,68,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.15,80,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_tick,all,12,NA,0.14,89,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,104,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_tick,all,12,NA,0.12,115,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.06,126,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.04,4,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_tick,all,2,NA,0.03,6,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_tick,all,4,NA,0.05,10,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_tick,all,7,NA,0.08,18,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.18,35,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.25,57,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_tick,all,17,NA,0.19,72,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,82,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_tick,all,17,NA,0.2,94,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.18,112,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_tick,all,12,NA,0.12,122,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_tick,all,6,NA,0.06,134,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_tick,all,6,NA,0.06,6,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_tick,all,3,NA,0.03,8,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_tick,all,6,NA,0.07,12,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_tick,all,8,NA,0.1,18,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_tick,all,18,NA,0.21,36,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.25,58,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_tick,all,18,NA,0.2,75,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,90,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M01,month,CHFL,CHFL,all,agegroup_tick,all,11,NA,0.13,11,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M02,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,25,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M03,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.18,41,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M04,month,CHFL,CHFL,all,agegroup_tick,all,15,NA,0.17,56,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M05,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,73,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M06,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,108,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M07,month,CHFL,CHFL,all,agegroup_tick,all,29,NA,0.33,137,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M08,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,172,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M09,month,CHFL,CHFL,all,agegroup_tick,all,27,NA,0.31,199,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M10,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,214,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M11,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.19,228,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M12,month,CHFL,CHFL,all,agegroup_tick,all,17,NA,0.2,231,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M01,month,CHFL,CHFL,all,agegroup_tick,all,11,NA,0.13,11,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M02,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,25,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M03,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.18,41,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M04,month,CHFL,CHFL,all,agegroup_tick,all,15,NA,0.17,56,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M05,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,73,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M06,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,108,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M07,month,CHFL,CHFL,all,agegroup_tick,all,29,NA,0.33,137,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M08,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,172,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M09,month,CHFL,CHFL,all,agegroup_tick,all,27,NA,0.31,199,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M10,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,214,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M11,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.19,228,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M12,month,CHFL,CHFL,all,agegroup_tick,all,17,NA,0.2,231,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_tick,all,11,NA,0.13,11,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,25,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.18,41,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_tick,all,19,NA,0.21,56,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,73,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,108,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_tick,all,29,NA,0.33,137,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,172,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_tick,all,27,NA,0.31,199,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,214,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_tick,all,20,NA,0.22,228,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_tick,all,17,NA,0.2,231,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_tick,all,11,NA,0.13,11,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,25,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.18,41,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_tick,all,19,NA,0.21,56,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,73,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,108,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_tick,all,29,NA,0.33,137,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,172,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_tick,all,27,NA,0.31,199,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,214,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_tick,all,20,NA,0.22,228,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_tick,all,17,NA,0.2,231,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_tick,all,11,NA,0.13,11,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_tick,all,14,NA,0.16,25,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_tick,all,16,NA,0.18,41,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_tick,all,19,NA,0.21,56,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_tick,all,22,NA,0.26,73,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,108,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_tick,all,29,NA,0.33,137,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_tick,all,35,NA,0.4,172,NA,NA,NA,NA,NA,NA,NA,TRUE
cases,2013,year,AG,canton,all,agegroup_tick,all,2,636362,0.31,NA,NA,NA,6.7,NA,NA,NA,NA,TRUE
cases,2013,year,AI,canton,all,agegroup_tick,all,0,15778,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,AR,canton,all,agegroup_tick,all,0,53691,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,BE,canton,all,agegroup_tick,all,0,1001281,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,BL,canton,all,agegroup_tick,all,0,278656,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,BS,canton,all,agegroup_tick,all,2,189335,1.06,NA,NA,NA,6.7,NA,NA,NA,NA,TRUE
cases,2013,year,CH,country,all,agegroup_tick,all,30,8139631,0.37,NA,NA,NA,100,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_tick,all,30,8176573,0.37,NA,NA,NA,100,NA,NA,NA,NA,TRUE
cases,2013,year,FL,country,all,agegroup_tick,all,0,36942,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,FR,canton,all,agegroup_tick,all,4,297622,1.34,NA,NA,NA,13.3,NA,NA,NA,NA,TRUE
cases,2013,year,GE,canton,all,agegroup_tick,all,0,469433,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,GL,canton,all,agegroup_tick,all,0,39593,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,GR,canton,all,agegroup_tick,all,0,194959,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,JU,canton,all,agegroup_tick,all,0,71738,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,LU,canton,all,agegroup_tick,all,2,390349,0.51,NA,NA,NA,6.7,NA,NA,NA,NA,TRUE
cases,2013,year,NE,canton,all,agegroup_tick,all,0,176402,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,NW,canton,all,agegroup_tick,all,1,41888,2.39,NA,NA,NA,3.3,NA,NA,NA,NA,TRUE
cases,2013,year,OW,canton,all,agegroup_tick,all,0,36507,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,SG,canton,all,agegroup_tick,all,1,491699,0.2,NA,NA,NA,3.3,NA,NA,NA,NA,TRUE
cases,2013,year,SH,canton,all,agegroup_tick,all,0,78783,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,SO,canton,all,agegroup_tick,all,1,261437,0.38,NA,NA,NA,3.3,NA,NA,NA,NA,TRUE
cases,2013,year,SZ,canton,all,agegroup_tick,all,0,151396,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,TG,canton,all,agegroup_tick,all,2,260278,0.77,NA,NA,NA,6.7,NA,NA,NA,NA,TRUE
cases,2013,year,TI,canton,all,agegroup_tick,all,0,346539,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,UR,canton,all,agegroup_tick,all,0,35865,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,VD,canton,all,agegroup_tick,all,4,749373,0.53,NA,NA,NA,13.3,NA,NA,NA,NA,TRUE
cases,2013,year,VS,canton,all,agegroup_tick,all,0,327011,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2013,year,ZG,canton,all,agegroup_tick,all,1,118118,0.85,NA,NA,NA,3.3,NA,NA,NA,NA,TRUE
cases,2013,year,ZH,canton,all,agegroup_tick,all,10,1425538,0.7,NA,NA,NA,33.3,NA,NA,NA,NA,TRUE
cases,2014,year,AG,canton,all,agegroup_tick,all,4,645277,0.62,NA,NA,NA,10.3,NA,NA,NA,NA,TRUE
cases,2014,year,AI,canton,all,agegroup_tick,all,0,15854,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2014,year,AR,canton,all,agegroup_tick,all,0,54064,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2014,year,BE,canton,all,agegroup_tick,all,1,1009418,0.1,NA,NA,NA,2.6,NA,NA,NA,NA,TRUE
cases,2014,year,BL,canton,all,agegroup_tick,all,1,281301,0.36,NA,NA,NA,2.6,NA,NA,NA,NA,TRUE
cases,2014,year,BS,canton,all,agegroup_tick,all,0,190580,0,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2014,year,CH,country,all,agegroup_tick,all,39,8237666,0.47,NA,NA,NA,100,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_tick,all,39,8274608,0.47,NA,NA,NA,100,9,0.1,27,NA,TRUE
